a,b,c,d,e,f,g,h,i,j,k,l
9.352851676968784886e+03,5.579233490728094012e+02,3.047233850947254297e+01,3.507319378863294368e+00,1.698212919242201480e+01,8.368850236092140449e+02,4.388016745364046756e+02,1.461383074526372552e+08,7.798172139344694109e+00,2.437787080757803648e-01,1.169106459621098177e-03,3.874467701894509446e+02
9.384851676968784886e+03,5.521633490728092966e+02,3.017233850947254936e+01,3.519319378863293935e+00,1.946212919242199746e+01,8.282450236092140585e+02,4.344816745364047392e+02,1.466383074526372552e+08,7.717663819344694254e+00,2.413787080757803793e-01,1.173106459621098057e-03,3.834467701894509446e+02
9.416851676968784886e+03,5.464033490728091920e+02,2.987233850947254865e+01,3.531319378863294389e+00,2.194212919242197657e+01,8.196050236092138448e+02,4.301616745364046892e+02,1.471383074526372552e+08,7.637155499344692622e+00,2.389787080757803661e-01,1.177106459621098155e-03,3.794467701894508878e+02
9.448851676968784886e+03,5.406433490728089737e+02,2.957233850947255149e+01,3.543319378863293956e+00,2.442212919242195923e+01,8.109650236092134037e+02,4.258416745364047529e+02,1.476383074526372552e+08,7.556647179344688325e+00,2.365787080757804084e-01,1.181106459621098035e-03,3.754467701894506604e+02
9.480851676968784886e+03,5.451166509271905625e+02,2.927233850947254723e+01,3.555319378863294411e+00,2.309787080757801547e+01,8.176749763907859005e+02,4.215216745364047028e+02,1.481383074526372552e+08,7.619171140655304875e+00,2.341787080757803952e-01,1.185106459621098132e-03,3.785532298105489986e+02
9.512851676968784886e+03,5.508766509271906671e+02,2.897233850947255362e+01,3.567319378863293977e+00,2.061787080757803281e+01,8.263149763907860006e+02,4.172016745364047665e+02,1.486383074526372552e+08,7.699679460655306507e+00,2.317787080757804374e-01,1.189106459621098013e-03,3.825532298105491122e+02
9.544851676968784886e+03,5.566366509271906580e+02,2.867233850947254936e+01,3.579319378863294432e+00,1.813787080757800751e+01,8.349549763907861006e+02,4.128816745364047165e+02,1.491383074526372552e+08,7.780187780655306362e+00,2.293787080757803964e-01,1.193106459621098110e-03,3.865532298105491122e+02
9.576851676968784886e+03,5.623966509271905352e+02,2.837233850947254865e+01,3.591319378863293998e+00,1.565787080757802485e+01,8.435949763907857459e+02,4.085616745364046665e+02,1.496383074526372552e+08,7.860696100655303553e+00,2.269787080757803832e-01,1.197106459621097990e-03,3.905532298105489986e+02
9.608851676968784886e+03,5.681566509271905261e+02,2.807233850947255149e+01,3.603319378863294453e+00,1.682212919242200044e+01,8.522349763907858460e+02,4.042416745364047301e+02,1.501383074526372552e+08,7.941204420655304297e+00,2.245787080757803977e-01,1.201106459621098087e-03,3.945532298105489986e+02
9.640851676968784886e+03,5.739166509271906307e+02,2.777233850947254723e+01,3.615319378863294020e+00,1.930212919242198311e+01,8.608749763907859460e+02,3.999216745364046801e+02,1.506383074526372552e+08,8.021712740655305041e+00,2.221787080757803845e-01,1.205106459621098185e-03,3.985532298105490554e+02
9.672851676968784886e+03,5.796766509271906216e+02,2.747233850947255007e+01,3.627319378863294475e+00,2.178212919242200840e+01,8.695149763907860461e+02,3.956016745364046869e+02,1.511383074526372552e+08,8.102221060655306673e+00,2.197787080757803713e-01,1.209106459621098065e-03,4.025532298105490554e+02
9.704851676968784886e+03,5.854366509271907262e+02,2.717233850947254581e+01,3.639319378863294485e+00,2.426212919242199106e+01,8.781549763907860324e+02,3.912816745364046369e+02,1.516383074526372850e+08,8.182729380655306528e+00,2.173787080757803580e-01,1.213106459621098162e-03,4.065532298105491122e+02
9.736851676968784886e+03,5.911966509271906034e+02,2.687233850947254865e+01,3.651319378863294052e+00,2.325787080757802627e+01,8.867949763907859051e+02,3.869616745364047006e+02,1.521383074526372552e+08,8.263237700655304607e+00,2.149787080757804003e-01,1.217106459621098043e-03,4.105532298105489986e+02
9.768851676968784886e+03,5.969566509271905943e+02,2.657233850947254794e+01,3.663319378863294062e+00,2.077787080757800098e+01,8.954349763907858915e+02,3.826416745364047074e+02,1.526383074526372552e+08,8.343746020655304463e+00,2.125787080757803871e-01,1.221106459621098140e-03,4.145532298105490554e+02
9.800851676968784886e+03,6.027166509271906989e+02,2.627233850947255078e+01,3.675319378863294517e+00,1.829787080757802187e+01,9.040749763907859915e+02,3.783216745364047142e+02,1.531383074526372552e+08,8.424254340655306095e+00,2.101787080757804016e-01,1.225106459621098237e-03,4.185532298105490554e+02
9.832851676968784886e+03,6.084766509271906898e+02,2.597233850947255007e+01,3.687319378863294084e+00,1.581787080757799302e+01,9.127149763907860915e+02,3.740016745364047210e+02,1.536383074526372552e+08,8.504762660655305950e+00,2.077787080757803884e-01,1.229106459621098118e-03,4.225532298105491122e+02
9.864851676968784886e+03,6.142366509271905670e+02,2.567233850947254581e+01,3.699319378863294538e+00,1.666212919242198609e+01,9.213549763907858505e+02,3.696816745364046710e+02,1.541383074526372552e+08,8.585270980655304029e+00,2.053787080757803751e-01,1.233106459621097998e-03,4.265532298105489986e+02
9.896851676968784886e+03,6.199966509271905579e+02,2.537233850947254865e+01,3.711319378863294549e+00,1.914212919242201494e+01,9.299949763907859506e+02,3.653616745364047347e+02,1.546383074526372850e+08,8.665779300655305661e+00,2.029787080757803897e-01,1.237106459621098312e-03,4.305532298105490554e+02
9.928851676968783067e+03,6.257566509271906625e+02,2.507233850947254794e+01,3.723319378863293672e+00,2.162212919242199405e+01,9.386349763907860506e+02,3.610416745364046847e+02,1.551383074526372552e+08,8.746287620655305517e+00,2.005787080757803764e-01,1.241106459621097976e-03,4.345532298105490554e+02
9.960851676968783067e+03,6.315166509271907671e+02,2.477233850947254723e+01,3.735319378863293238e+00,2.410212919242201934e+01,9.472749763907860370e+02,3.567216745364046346e+02,1.556383074526372254e+08,8.826795940655307149e+00,1.981787080757803632e-01,1.245106459621097856e-03,4.385532298105491122e+02
9.992851676968788524e+03,6.372766509271905306e+02,2.447233850947255007e+01,3.747319378863295913e+00,2.341787080757799799e+01,9.559149763907857960e+02,3.524016745364046983e+02,1.561383074526373446e+08,8.907304260655303452e+00,1.957787080757804055e-01,1.249106459621098821e-03,4.425532298105489986e+02
9.975148323031218752e+03,6.430366509271905215e+02,2.417233850947254581e+01,3.740680621136707185e+00,2.093787080757806152e+01,9.645549763907858960e+02,3.480816745364047051e+02,1.558616925473628044e+08,8.987812580655305084e+00,1.933787080757803922e-01,1.246893540378902435e-03,4.465532298105489986e+02
9.943148323031215114e+03,6.487966509271906261e+02,2.387233850947254510e+01,3.728680621136705842e+00,1.845787080757799004e+01,9.731949763907859960e+02,3.437616745364046551e+02,1.553616925473627448e+08,9.068320900655304939e+00,1.909787080757803512e-01,1.242893540378901904e-03,4.505532298105490554e+02
9.911148323031215114e+03,6.545566509271905034e+02,2.357233850947255149e+01,3.716680621136705831e+00,1.597787080757809619e+01,9.818349763907857550e+02,3.394416745364047188e+02,1.548616925473627448e+08,9.148829220655304795e+00,1.885787080757803935e-01,1.238893540378902024e-03,4.545532298105489417e+02
9.879148323031215114e+03,6.603166509271904943e+02,2.327233850947255434e+01,3.704680621136705376e+00,1.650212919242197529e+01,9.904749763907858551e+02,3.351216745364047824e+02,1.543616925473627448e+08,9.229337540655304650e+00,1.861787080757804358e-01,1.234893540378901710e-03,4.585532298105489986e+02
9.847148323031215114e+03,6.660766509271905988e+02,2.297233850947254297e+01,3.692680621136705366e+00,1.898212919242195795e+01,9.991149763907858414e+02,3.308016745364046756e+02,1.538616925473627150e+08,9.309845860655304506e+00,1.837787080757803670e-01,1.230893540378901830e-03,4.625532298105490554e+02
9.815148323031215114e+03,6.718366509271907034e+02,2.267233850947254936e+01,3.680680621136705355e+00,2.146212919242193706e+01,1.007754976390785941e+03,3.264816745364046824e+02,1.533616925473627150e+08,9.390354180655306138e+00,1.813787080757803816e-01,1.226893540378901949e-03,4.665532298105490554e+02
9.783148323031216933e+03,6.775966509271904670e+02,2.237233850947255220e+01,3.668680621136706232e+00,2.394212919242191973e+01,1.016394976390785700e+03,3.221616745364048029e+02,1.528616925473627448e+08,9.470862500655304217e+00,1.789787080757804238e-01,1.222893540378902069e-03,4.705532298105489417e+02
9.751148323031216933e+03,6.833566509271905716e+02,2.207233850947254439e+01,3.656680621136706222e+00,2.357787080757810116e+01,1.025034976390785687e+03,3.178416745364046392e+02,1.523616925473627448e+08,9.551370820655304072e+00,1.765787080757803551e-01,1.218893540378902188e-03,4.745532298105489986e+02
9.719148323031215114e+03,6.891166509271905625e+02,2.177233850947254723e+01,3.644680621136705767e+00,2.109787080757802968e+01,1.033674976390785787e+03,3.135216745364047028e+02,1.518616925473627448e+08,9.631879140655303928e+00,1.741787080757803974e-01,1.214893540378902091e-03,4.785532298105489986e+02
9.687148323031215114e+03,6.948766509271906671e+02,2.147233850947253941e+01,3.632680621136705756e+00,1.861787080757804702e+01,1.042314976390785887e+03,3.092016745364045391e+02,1.513616925473627448e+08,9.712387460655305560e+00,1.717787080757803009e-01,1.210893540378901994e-03,4.825532298105490554e+02
9.655148323031215114e+03,7.006366509271904306e+02,2.117233850947255647e+01,3.620680621136705746e+00,1.613787080757806436e+01,1.050954976390785760e+03,3.048816745364048302e+02,1.508616925473627448e+08,9.792895780655303639e+00,1.693787080757804542e-01,1.206893540378901897e-03,4.865532298105489417e+02
9.623148323031215114e+03,7.063966509271905352e+02,2.087233850947254865e+01,3.608680621136705735e+00,1.634212919242191475e+01,1.059594976390785860e+03,3.005616745364046665e+02,1.503616925473627448e+08,9.873404100655303495e+00,1.669787080757803854e-01,1.202893540378901800e-03,4.905532298105489986e+02
9.591148323031215114e+03,7.121566509271906398e+02,2.057233850947255149e+01,3.596680621136705724e+00,1.882212919242198623e+01,1.068234976390785960e+03,2.962416745364047301e+02,1.498616925473627448e+08,9.953912420655305127e+00,1.645787080757804277e-01,1.198893540378901919e-03,4.945532298105489986e+02
9.559148323031215114e+03,7.179166509271906307e+02,2.027233850947254368e+01,3.584680621136705270e+00,2.130212919242196890e+01,1.076874976390785832e+03,2.919216745364046233e+02,1.493616925473627448e+08,1.003442074065530498e+01,1.621787080757803312e-01,1.194893540378901822e-03,4.985532298105490554e+02
9.527148323031215114e+03,7.236766509271906216e+02,1.997233850947254652e+01,3.572680621136705703e+00,2.378212919242194801e+01,1.085514976390786160e+03,2.876016745364046869e+02,1.488616925473627448e+08,1.011492906065530661e+01,1.597787080757803735e-01,1.190893540378901942e-03,5.025532298105490554e+02
9.495148323031216933e+03,7.294366509271904988e+02,1.967233850947255291e+01,3.560680621136706137e+00,2.373787080757806933e+01,1.094154976390785805e+03,2.832816745364047506e+02,1.483616925473627448e+08,1.019543738065530469e+01,1.573787080757804158e-01,1.186893540378902061e-03,5.065532298105489417e+02
9.463148323031216933e+03,7.351966509271906034e+02,1.937233850947254155e+01,3.548680621136706126e+00,2.125787080757808667e+01,1.102794976390785905e+03,2.789616745364045869e+02,1.478616925473627448e+08,1.027594570065530455e+01,1.549787080757803193e-01,1.182893540378902181e-03,5.105532298105490554e+02
9.431148323031215114e+03,7.409566509271905943e+02,1.907233850947254439e+01,3.536680621136706115e+00,1.877787080757801519e+01,1.111434976390786005e+03,2.746416745364046506e+02,1.473616925473627448e+08,1.035645402065530618e+01,1.525787080757803615e-01,1.178893540378902084e-03,5.145532298105490554e+02
9.399148323031215114e+03,7.467166509271906989e+02,1.877233850947253302e+01,3.524680621136705660e+00,1.629787080757803253e+01,1.120074976390786105e+03,2.703216745364044868e+02,1.468616925473627448e+08,1.043696234065530604e+01,1.501787080757802650e-01,1.174893540378901986e-03,5.185532298105490554e+02
9.367148323031215114e+03,7.524766509271905761e+02,1.902766149052744282e+01,3.512680621136705650e+00,1.618212919242194658e+01,1.128714976390785750e+03,2.739983254635951653e+02,1.463616925473627448e+08,1.051747066065530412e+01,1.522212919242195428e-01,1.170893540378901889e-03,5.225532298105489417e+02
9.335148323031215114e+03,7.582366509271905670e+02,1.932766149052745419e+01,3.500680621136705639e+00,1.866212919242192925e+01,1.137354976390785851e+03,2.783183254635953290e+02,1.458616925473627150e+08,1.059797898065530575e+01,1.546212919242196115e-01,1.166893540378901792e-03,5.265532298105490554e+02
9.303148323031215114e+03,7.639966509271905579e+02,1.962766149052744780e+01,3.488680621136705629e+00,2.114212919242200073e+01,1.145994976390785951e+03,2.826383254635952653e+02,1.453616925473627448e+08,1.067848730065530560e+01,1.570212919242195693e-01,1.162893540378901911e-03,5.305532298105490554e+02
9.271148323031215114e+03,7.697566509271906625e+02,1.992766149052745916e+01,3.476680621136705618e+00,2.362212919242197984e+01,1.154634976390786051e+03,2.869583254635953722e+02,1.448616925473627150e+08,1.075899562065530546e+01,1.594212919242196658e-01,1.158893540378901814e-03,5.345532298105490554e+02
9.239148323031216933e+03,7.755166509271905397e+02,2.022766149052745277e+01,3.464680621136706051e+00,2.389787080757812987e+01,1.163274976390785696e+03,2.912783254635953085e+02,1.443616925473627448e+08,1.083950394065530354e+01,1.618212919242196235e-01,1.154893540378902151e-03,5.385532298105489417e+02
9.207148323031215114e+03,7.812766509271905306e+02,2.052766149052744993e+01,3.452680621136706041e+00,2.141787080757805484e+01,1.171914976390785796e+03,2.955983254635953017e+02,1.438616925473627448e+08,1.092001226065530517e+01,1.642212919242195812e-01,1.150893540378902053e-03,5.425532298105490554e+02
9.175148323031215114e+03,7.870366509271906352e+02,2.082766149052745774e+01,3.440680621136706030e+00,1.893787080757807217e+01,1.180554976390785896e+03,2.999183254635954086e+02,1.433616925473627448e+08,1.100052058065530503e+01,1.666212919242196777e-01,1.146893540378901956e-03,5.465532298105490554e+02
9.143148323031215114e+03,7.927966509271907398e+02,2.112766149052745490e+01,3.428680621136705575e+00,1.645787080757800069e+01,1.189194976390785996e+03,3.042383254635953449e+02,1.428616925473627448e+08,1.108102890065530666e+01,1.690212919242196354e-01,1.142893540378902076e-03,5.505532298105490554e+02
9.111148323031215114e+03,7.985566509271905034e+02,2.142766149052744851e+01,3.416680621136705565e+00,1.602212919242188960e+01,1.197834976390785641e+03,3.085583254635952812e+02,1.423616925473627448e+08,1.116153722065530474e+01,1.714212919242195932e-01,1.138893540378901979e-03,5.545532298105489417e+02
9.079148323031215114e+03,8.043166509271904943e+02,2.172766149052744566e+01,3.404680621136705554e+00,1.850212919242196108e+01,1.206474976390785741e+03,3.128783254635952176e+02,1.418616925473627448e+08,1.124204554065530459e+01,1.738212919242195509e-01,1.134893540378901881e-03,5.585532298105490554e+02
9.047148323031215114e+03,8.100766509271905988e+02,2.202766149052745348e+01,3.392680621136705543e+00,2.098212919242194374e+01,1.215114976390785841e+03,3.171983254635953244e+02,1.413616925473627448e+08,1.132255386065530622e+01,1.762212919242196474e-01,1.130893540378901784e-03,5.625532298105490554e+02
9.015148323031215114e+03,8.158366509271907034e+02,2.232766149052745064e+01,3.380680621136705533e+00,2.346212919242201522e+01,1.223754976390785941e+03,3.215183254635952608e+02,1.408616925473627150e+08,1.140306218065530608e+01,1.786212919242196051e-01,1.126893540378901687e-03,5.665532298105490554e+02
8.983148323031216933e+03,8.215966509271904670e+02,2.262766149052744424e+01,3.368680621136705966e+00,2.405787080757809804e+01,1.232394976390785814e+03,3.258383254635951971e+02,1.403616925473627448e+08,1.148357050065530416e+01,1.810212919242195628e-01,1.122893540378902023e-03,5.705532298105489417e+02
8.951148323031216933e+03,8.273566509271904579e+02,2.292766149052745561e+01,3.356680621136706399e+00,2.157787080757811538e+01,1.241034976390785687e+03,3.301583254635953608e+02,1.398616925473627448e+08,1.156407882065530401e+01,1.834212919242196316e-01,1.118893540378902143e-03,5.745532298105489417e+02
8.919148323031215114e+03,8.331166509271905625e+02,2.322766149052745277e+01,3.344680621136705945e+00,1.909787080757804034e+01,1.249674976390786014e+03,3.344783254635952972e+02,1.393616925473627448e+08,1.164458714065530565e+01,1.858212919242196171e-01,1.114893540378902046e-03,5.785532298105490554e+02
8.887148323031215114e+03,8.388766509271906671e+02,2.352766149052746059e+01,3.332680621136705934e+00,1.661787080757806123e+01,1.258314976390785887e+03,3.387983254635954609e+02,1.388616925473627448e+08,1.172509546065530728e+01,1.882212919242196858e-01,1.110893540378901949e-03,5.825532298105490554e+02
8.855148323031215114e+03,8.446366509271906580e+02,2.382766149052745419e+01,3.320680621136705923e+00,1.586212919242201203e+01,1.266954976390785987e+03,3.431183254635953972e+02,1.383616925473627448e+08,1.180560378065530713e+01,1.906212919242196435e-01,1.106893540378902068e-03,5.865532298105490554e+02
8.823148323031215114e+03,8.503966509271905352e+02,2.412766149052745135e+01,3.308680621136705469e+00,1.834212919242190054e+01,1.275594976390785860e+03,3.474383254635953335e+02,1.378616925473627448e+08,1.188611210065530344e+01,1.930212919242196012e-01,1.102893540378901971e-03,5.905532298105489417e+02
8.791148323031215114e+03,8.561566509271906398e+02,2.442766149052744851e+01,3.296680621136705458e+00,2.082212919242197557e+01,1.284234976390785960e+03,3.517583254635952699e+02,1.373616925473627448e+08,1.196662042065530507e+01,1.954212919242195867e-01,1.098893540378901874e-03,5.945532298105490554e+02
8.759148323031215114e+03,8.619166509271906307e+02,2.472766149052745632e+01,3.284680621136705447e+00,2.330212919242195468e+01,1.292874976390785832e+03,3.560783254635953767e+02,1.368616925473627150e+08,1.204712874065530670e+01,1.978212919242196555e-01,1.094893540378901776e-03,5.985532298105490554e+02
8.727148323031215114e+03,8.676766509271906216e+02,2.502766149052744993e+01,3.272680621136705437e+00,2.421787080757797384e+01,1.301514976390786160e+03,3.603983254635953131e+02,1.363616925473627150e+08,1.212763706065530656e+01,2.002212919242196132e-01,1.090893540378901896e-03,6.025532298105490554e+02
8.695148323031216933e+03,8.734366509271904988e+02,2.532766149052744709e+01,3.260680621136706314e+00,2.173787080757808354e+01,1.310154976390785805e+03,3.647183254635952494e+02,1.358616925473627448e+08,1.220814538065530463e+01,2.026212919242195709e-01,1.086893540378902016e-03,6.065532298105489417e+02
8.663148323031215114e+03,8.791966509271906034e+02,2.562766149052745845e+01,3.248680621136705859e+00,1.925787080757810088e+01,1.318794976390785905e+03,3.690383254635953563e+02,1.353616925473627448e+08,1.228865370065530627e+01,2.050212919242196674e-01,1.082893540378901918e-03,6.105532298105490554e+02
8.631148323031215114e+03,8.849566509271905943e+02,2.592766149052745206e+01,3.236680621136705849e+00,1.677787080757802940e+01,1.327434976390786005e+03,3.733583254635952926e+02,1.348616925473627448e+08,1.236916202065530612e+01,2.074212919242196251e-01,1.078893540378902038e-03,6.145532298105490554e+02
8.599148323031215114e+03,8.907166509271906989e+02,2.622766149052746343e+01,3.224680621136705838e+00,1.570212919242195149e+01,1.336074976390786105e+03,3.776783254635954563e+02,1.343616925473627448e+08,1.244967034065530598e+01,2.098212919242196939e-01,1.074893540378901941e-03,6.185532298105490554e+02
8.567148323031215114e+03,8.964766509271904624e+02,2.652766149052744282e+01,3.212680621136705383e+00,1.818212919242193237e+01,1.344714976390785523e+03,3.819983254635951653e+02,1.338616925473627448e+08,1.253017866065530228e+01,2.122212919242195406e-01,1.070893540378901844e-03,6.225532298105489417e+02
8.535148323031215114e+03,8.977633490728097740e+02,2.682766149052745419e+01,3.200680621136705373e+00,2.066212919242191504e+01,1.346645023609214604e+03,3.863183254635953290e+02,1.333616925473627299e+08,1.254816301934470069e+01,2.146212919242196371e-01,1.066893540378901963e-03,6.234467701894511720e+02
8.503148323031215114e+03,8.920033490728094421e+02,2.712766149052745135e+01,3.188680621136705362e+00,2.314212919242198652e+01,1.338005023609214277e+03,3.906383254635952653e+02,1.328616925473627299e+08,1.246765469934469550e+01,2.170212919242195948e-01,1.062893540378901866e-03,6.194467701894509446e+02
8.471148323031215114e+03,8.862433490728094512e+02,2.742766149052745561e+01,3.176680621136705351e+00,2.437787080757803082e+01,1.329365023609214177e+03,3.949583254635954290e+02,1.323616925473627299e+08,1.238714637934469565e+01,2.194212919242196635e-01,1.058893540378901769e-03,6.154467701894509446e+02
8.439148323031216933e+03,8.804833490728094603e+02,2.772766149052745277e+01,3.164680621136706229e+00,2.189787080757805171e+01,1.320725023609214304e+03,3.992783254635953654e+02,1.318616925473627448e+08,1.230663805934469757e+01,2.218212919242196213e-01,1.054893540378902105e-03,6.114467701894510583e+02
8.407148323031216933e+03,8.747233490728094694e+02,2.802766149052744993e+01,3.152680621136706218e+00,1.941787080757806905e+01,1.312085023609214204e+03,4.035983254635953017e+02,1.313616925473627448e+08,1.222612973934469593e+01,2.242212919242195790e-01,1.050893540378902008e-03,6.074467701894510583e+02
8.375148323031215114e+03,8.689633490728094785e+02,2.832766149052746130e+01,3.140680621136706208e+00,1.693787080757808639e+01,1.303445023609214104e+03,4.079183254635954086e+02,1.308616925473627448e+08,1.214562141934469608e+01,2.266212919242196755e-01,1.046893540378901911e-03,6.034467701894509446e+02
8.343148323031215114e+03,8.632033490728092602e+02,2.862766149052745135e+01,3.128680621136705753e+00,1.554212919242198332e+01,1.294805023609214004e+03,4.122383254635952881e+02,1.303616925473627448e+08,1.206511309934469445e+01,2.290212919242196332e-01,1.042893540378901814e-03,5.994467701894509446e+02
8.311148323031215114e+03,8.574433490728094966e+02,2.892766149052744851e+01,3.116680621136705742e+00,1.802212919242187539e+01,1.286165023609214131e+03,4.165583254635952812e+02,1.298616925473627448e+08,1.198460477934469637e+01,2.314212919242196187e-01,1.038893540378901933e-03,5.954467701894510583e+02
8.279148323031215114e+03,8.516833490728095057e+02,2.922766149052744566e+01,3.104680621136705732e+00,2.050212919242194687e+01,1.277525023609214259e+03,4.208783254635952176e+02,1.293616925473627299e+08,1.190409645934469651e+01,2.338212919242195764e-01,1.034893540378901836e-03,5.914467701894510583e+02
8.247148323031215114e+03,8.459233490728094012e+02,2.952766149052745703e+01,3.092680621136705277e+00,2.298212919242192953e+01,1.268885023609214159e+03,4.251983254635953244e+02,1.288616925473627299e+08,1.182358813934469666e+01,2.362212919242196452e-01,1.030893540378901956e-03,5.874467701894509446e+02
8.215148323031215114e+03,8.401633490728092966e+02,2.982766149052745419e+01,3.080680621136705266e+00,2.453787080757799899e+01,1.260245023609214059e+03,4.295183254635953176e+02,1.283616925473627150e+08,1.174307981934469503e+01,2.386212919242196029e-01,1.026893540378901858e-03,5.834467701894509446e+02
8.183148323031214204e+03,8.344033490728093057e+02,3.012766149052745845e+01,3.068680621136705255e+00,2.205787080757801988e+01,1.251605023609213958e+03,4.338383254635954245e+02,1.278616925473627150e+08,1.166257149934469339e+01,2.410212919242196716e-01,1.022893540378901761e-03,5.794467701894509446e+02
8.151148323031216023e+03,8.286433490728094284e+02,3.042766149052744140e+01,3.056680621136706133e+00,1.957787080757803722e+01,1.242965023609214313e+03,4.381583254635951334e+02,1.273616925473627448e+08,1.158206317934469709e+01,2.434212919242195183e-01,1.018893540378902098e-03,5.754467701894509446e+02
8.119148323031216023e+03,8.228833490728094375e+02,3.072766149052745277e+01,3.044680621136706122e+00,1.709787080757805455e+01,1.234325023609214213e+03,4.424783254635952972e+02,1.268616925473627448e+08,1.150155485934469546e+01,2.458212919242196148e-01,1.014893540378902000e-03,5.714467701894509446e+02
8.087148323031215114e+03,8.171233490728093329e+02,3.102766149052746414e+01,3.032680621136705668e+00,1.538212919242192633e+01,1.225685023609214113e+03,4.467983254635954609e+02,1.263616925473627448e+08,1.142104653934469383e+01,2.482212919242197113e-01,1.010893540378901903e-03,5.674467701894509446e+02
8.055148323031215114e+03,8.113633490728093420e+02,3.117233850947253870e+01,3.020680621136706101e+00,1.786212919242199604e+01,1.217045023609214013e+03,4.488816745364045460e+02,1.258616925473627448e+08,1.134053821934469397e+01,2.493787080757803032e-01,1.006893540378902023e-03,5.634467701894509446e+02
8.023148323031215114e+03,8.056033490728095785e+02,3.087233850947254865e+01,3.008680621136705646e+00,2.034212919242188633e+01,1.208405023609214368e+03,4.445616745364047233e+02,1.253616925473627299e+08,1.126002989934469767e+01,2.469787080757804010e-01,1.002893540378901925e-03,5.594467701894510583e+02
7.991148323031215114e+03,7.998433490728093602e+02,3.057233850947255149e+01,2.996680621136705636e+00,2.282212919242196136e+01,1.199765023609214040e+03,4.402416745364047301e+02,1.248616925473627299e+08,1.117952157934469604e+01,2.445787080757804155e-01,9.988935403789018282e-04,5.554467701894509446e+02
7.959148323031215114e+03,7.940833490728093693e+02,3.027233850947254368e+01,2.984680621136705625e+00,2.469787080757805953e+01,1.191125023609214168e+03,4.359216745364046233e+02,1.243616925473627299e+08,1.109901325934469440e+01,2.421787080757803468e-01,9.948935403789019478e-04,5.514467701894509446e+02
7.927148323031214204e+03,7.883233490728093784e+02,2.997233850947255007e+01,2.972680621136705170e+00,2.221787080757798805e+01,1.182485023609214068e+03,4.316016745364046869e+02,1.238616925473627150e+08,1.101850493934469455e+01,2.397787080757803890e-01,9.908935403789018506e-04,5.474467701894509446e+02
7.895148323031216023e+03,7.825633490728095012e+02,2.967233850947255291e+01,2.960680621136706048e+00,1.973787080757809775e+01,1.173845023609214195e+03,4.272816745364048074e+02,1.233616925473627597e+08,1.093799661934469647e+01,2.373787080757804313e-01,9.868935403789019702e-04,5.434467701894510583e+02
7.863148323031216023e+03,7.768033490728093966e+02,2.937233850947255576e+01,2.948680621136706037e+00,1.725787080757802272e+01,1.165205023609214095e+03,4.229616745364048711e+02,1.228616925473627448e+08,1.085748829934469484e+01,2.349787080757804736e-01,9.828935403789020898e-04,5.394467701894509446e+02
7.831148323031216023e+03,7.710433490728094057e+02,2.907233850947254794e+01,2.936680621136706026e+00,1.522212919242195461e+01,1.156565023609214222e+03,4.186416745364047074e+02,1.223616925473627448e+08,1.077697997934469498e+01,2.325787080757803771e-01,9.788935403789019926e-04,5.354467701894509446e+02
7.799148323031215114e+03,7.652833490728094148e+02,2.877233850947254012e+01,2.924680621136706016e+00,1.770212919242193905e+01,1.147925023609213895e+03,4.143216745364045437e+02,1.218616925473627448e+08,1.069647165934469513e+01,2.301787080757803083e-01,9.748935403789018954e-04,5.314467701894509446e+02
7.767148323031215114e+03,7.595233490728095376e+02,2.847233850947255718e+01,2.912680621136705561e+00,2.018212919242191816e+01,1.139285023609214250e+03,4.100016745364048347e+02,1.213616925473627448e+08,1.061596333934469705e+01,2.277787080757804339e-01,9.708935403789019066e-04,5.274467701894510583e+02
7.735148323031215114e+03,7.537633490728094330e+02,2.817233850947254581e+01,2.900680621136705550e+00,2.266212919242190083e+01,1.130645023609214149e+03,4.056816745364046710e+02,1.208616925473627299e+08,1.053545501934469542e+01,2.253787080757803651e-01,9.668935403789019178e-04,5.234467701894510583e+02
7.703148323031215114e+03,7.480033490728094421e+02,2.787233850947255220e+01,2.888680621136705540e+00,2.485787080757802414e+01,1.122005023609214049e+03,4.013616745364047347e+02,1.203616925473627299e+08,1.045494669934469556e+01,2.229787080757804074e-01,9.628935403789018205e-04,5.194467701894509446e+02
7.671148323031214204e+03,7.422433490728093375e+02,2.757233850947254439e+01,2.876680621136705085e+00,2.237787080757804503e+01,1.113365023609213949e+03,3.970416745364046278e+02,1.198616925473627150e+08,1.037443837934469570e+01,2.205787080757803387e-01,9.588935403789018317e-04,5.154467701894509446e+02
7.639148323031216023e+03,7.364833490728094603e+02,2.727233850947254723e+01,2.864680621136705962e+00,1.989787080757806592e+01,1.104725023609214304e+03,3.927216745364046346e+02,1.193616925473627597e+08,1.029393005934469585e+01,2.181787080757803809e-01,9.548935403789020598e-04,5.114467701894510583e+02
7.607148323031216023e+03,7.307233490728094694e+02,2.697233850947255007e+01,2.852680621136705952e+00,1.741787080757808326e+01,1.096085023609214204e+03,3.884016745364047551e+02,1.188616925473627448e+08,1.021342173934469599e+01,2.157787080757804232e-01,9.508935403789019625e-04,5.074467701894510014e+02
7.575148323031216023e+03,7.249633490728093648e+02,2.667233850947255647e+01,2.840680621136705941e+00,1.506212919242198822e+01,1.087445023609214104e+03,3.840816745364048188e+02,1.183616925473627448e+08,1.013291341934469436e+01,2.133787080757804377e-01,9.468935403789019737e-04,5.034467701894509446e+02
